CustomerID,Age,Annual_Income,Spending_Score,Region,Product_Category,Purchase_Channel,Num_Purchases,Avg_Transaction_Value,Total_Sales,Customer_Segment
798,41,76744,13,East,Groceries,Online,12,68.26,777.14,Regular
799,34,90788,39,South,Furniture,In-Store,16,383.09,5785.3,Premium
800,41,59723,55,East,Furniture,Online,14,111.99,1422.67,Regular
801,18,99283,61,West,Clothing,Online,12,439.65,6055.15,Premium
802,33,64501,60,North,Electronics,In-Store,17,130.02,2503.81,Premium
803,44,118917,22,East,Electronics,In-Store,19,251.08,4555.03,Premium
804,65,26311,79,West,Clothing,Online,16,248.76,3693.59,Regular
805,56,37214,69,South,Furniture,Mobile,18,141.74,2785.05,Regular
806,58,116875,75,East,Furniture,In-Store,18,187.24,3292.07,VIP
807,46,48878,47,South,Clothing,In-Store,11,100.94,1266.16,Regular
808,23,51065,89,West,Groceries,Mobile,18,289.35,5835.2,Premium
809,38,99127,39,North,Clothing,Online,11,457.38,5422.78,Premium
810,69,38936,80,West,Groceries,In-Store,21,165.14,3041.3,Premium
811,20,71353,21,West,Groceries,Online,11,258.95,3021.18,Regular
812,63,48604,25,West,Furniture,Online,23,432.32,11396.84,Regular
813,53,39793,53,South,Groceries,Online,18,231.72,4012.41,Regular
814,32,116437,56,East,Sports,Online,14,417.32,6511.27,Premium
815,58,39989,74,South,Clothing,In-Store,21,228.73,4670.96,Regular
816,61,29428,30,South,Electronics,Online,14,225.72,3606.91,Budget
817,20,87393,87,West,Electronics,In-Store,14,87.05,1274.85,VIP
818,23,106730,33,East,Groceries,Online,24,71.24,1502.79,Premium
819,52,32749,53,East,Groceries,Online,15,309.63,4615.25,Regular
820,69,90784,93,North,Groceries,Mobile,9,415.39,3233.51,VIP
821,19,74079,54,West,Furniture,In-Store,10,76.35,739.47,Premium
822,52,103001,68,East,Clothing,Mobile,11,455.95,5640.45,Premium
823,25,32695,90,West,Groceries,In-Store,11,185.85,1880.11,Premium
824,51,117589,97,North,Furniture,Online,21,218.38,5205.87,VIP
825,50,81911,50,East,Clothing,In-Store,16,448.28,6311.62,Premium
826,22,104215,42,East,Clothing,In-Store,17,449.19,8013.79,Premium
827,53,56196,20,East,Electronics,Online,19,267.18,5785.62,Regular
828,64,114338,54,North,Clothing,Mobile,14,145.61,2132.81,Premium
829,62,82636,91,South,Furniture,In-Store,14,94.25,1477.45,VIP
830,19,32693,49,South,Sports,In-Store,16,143.07,2626.33,Regular
831,30,112290,35,East,Groceries,In-Store,15,392.51,6138.19,Premium
832,30,99578,11,North,Clothing,In-Store,16,169.05,2933.84,Regular
833,41,50020,39,South,Furniture,Online,7,350.34,2108.05,Regular
834,25,74567,24,East,Furniture,Mobile,14,105.65,1446.85,Regular
835,62,58806,97,North,Clothing,Online,16,244.47,3663.06,Premium
836,58,74349,53,West,Furniture,Online,14,182.53,2803.95,Premium
837,60,116537,14,East,Electronics,Online,11,256.77,2974.94,Premium
838,28,109892,7,North,Electronics,In-Store,14,289.27,4188.79,Regular
839,18,41554,85,North,Electronics,Mobile,22,495.56,12313.82,Premium
840,65,117180,93,West,Electronics,Mobile,16,450.95,6325.28,VIP
841,33,63794,76,South,Sports,In-Store,22,350.97,8772.62,Premium
842,52,90483,13,West,Clothing,Mobile,12,85.33,901.32,Regular
843,65,96422,10,South,Clothing,In-Store,10,460.32,4391.94,Regular
844,19,68293,20,South,Clothing,Online,13,447.37,6043.1,Regular
845,18,65665,75,South,Clothing,In-Store,21,444.48,8890.18,Premium
846,18,65640,76,East,Clothing,Online,12,244.72,3097.45,Premium
847,26,106254,83,North,Electronics,Online,7,93.65,709.72,VIP
848,20,58634,10,South,Groceries,Online,17,379.66,7090.29,Budget
849,60,47992,16,South,Electronics,Online,13,200.37,2354.24,Budget
850,49,56159,90,North,Furniture,Mobile,24,178.84,3882.79,Premium
851,68,39488,92,South,Electronics,Mobile,14,201.48,2441.88,Premium
852,59,59150,72,East,Furniture,Online,10,283.94,2831.61,Premium
853,68,31407,11,East,Furniture,In-Store,17,173.42,2627.56,Budget
854,30,28975,7,North,Electronics,Online,18,348.06,5924.13,Budget
855,32,92385,6,West,Electronics,Online,15,327.38,5412.23,Regular
856,62,27743,69,West,Sports,Online,18,259.34,5296.44,Regular
857,30,76820,84,East,Clothing,Online,16,36.45,639.55,Premium
858,20,97986,63,West,Groceries,Online,13,468.91,5182.64,Premium
859,52,92448,26,South,Electronics,Online,18,211.73,3888.91,Regular
860,59,64607,75,West,Clothing,Online,18,230.23,3729.72,Premium
861,68,39363,6,East,Groceries,Online,18,233.46,4045.64,Budget
862,66,113068,82,East,Sports,Mobile,19,188.86,3510.74,VIP
863,24,103516,89,North,Clothing,Online,19,340.55,7330.26,VIP
864,58,81222,72,East,Furniture,Online,8,16.82,139.96,Premium
865,61,28676,88,West,Groceries,In-Store,16,438.02,6519.82,Premium
866,54,23517,59,West,Electronics,Online,14,60.2,878.9,Regular
867,60,51522,47,South,Clothing,In-Store,19,499.86,10784.8,Regular
868,61,35752,32,North,Electronics,Online,20,317.76,5514.71,Regular
869,41,106035,92,East,Clothing,In-Store,14,42.46,650.79,VIP
870,20,40581,70,North,Groceries,In-Store,14,285.59,3658.68,Regular
871,41,48265,19,North,Clothing,In-Store,13,172.34,2007.26,Budget
872,28,117573,95,East,Electronics,In-Store,14,476.99,7476.93,VIP
873,23,101825,6,West,Furniture,Online,7,380.18,2263.55,Regular
874,24,41870,59,South,Groceries,Online,22,258.44,6096.9,Regular
875,54,58354,19,South,Groceries,Online,18,220.59,3478.93,Regular
876,44,71575,66,South,Groceries,In-Store,22,497.98,11343.37,Premium
877,46,86427,41,South,Electronics,Online,9,337.02,3143.19,Premium
878,56,113617,44,North,Furniture,Online,14,261.83,4064.56,Premium
879,46,107112,67,East,Clothing,In-Store,16,204.99,3597.27,VIP
880,50,117719,75,East,Clothing,Online,20,169.05,3568.81,VIP
881,22,24064,38,South,Electronics,Online,18,355.66,6172.46,Budget
882,62,43636,99,South,Groceries,In-Store,17,298.06,4559.92,Premium
883,41,76300,50,West,Groceries,Online,12,425.61,5315.21,Premium
884,26,24911,16,North,Clothing,Mobile,19,281.24,5338.7,Budget
885,60,55534,1,North,Sports,Mobile,12,295.34,3095.34,Budget
886,56,35360,21,North,Furniture,Mobile,16,243.9,4435.74,Budget
887,20,113291,69,West,Electronics,Online,14,383.68,5072.47,VIP
888,28,26332,54,South,Furniture,Online,21,213.35,3811.17,Regular
889,18,34840,34,North,Clothing,In-Store,19,427.45,9100.25,Regular
890,32,39512,48,West,Sports,In-Store,13,170.25,2264.41,Regular
891,23,34859,83,North,Electronics,In-Store,17,349.39,6354.92,Premium
892,54,76856,57,South,Clothing,Online,21,447.56,8419.41,Premium
893,45,56434,6,North,Clothing,Online,16,386.85,6012.46,Budget
894,68,111244,5,East,Clothing,Online,18,177.88,3341.18,Regular
895,56,46081,48,East,Furniture,Online,14,356.11,4613.07,Regular
896,49,73721,41,West,Groceries,Online,20,111.42,2363.11,Regular
897,44,86008,85,South,Electronics,Mobile,12,38.5,425.08,VIP
898,20,82598,58,South,Groceries,Online,12,397.78,4356.83,Premium
899,21,99638,75,West,Sports,In-Store,13,405.92,4503.82,VIP
900,50,40186,58,West,Furniture,Mobile,14,21.24,277.9,Regular
901,18,70745,35,North,Groceries,Online,15,474.42,6575.61,Regular
902,20,100058,66,East,Clothing,In-Store,17,228.49,4192.38,Premium
903,29,106301,62,West,Electronics,In-Store,14,453.58,6482.92,Premium
904,63,81778,72,East,Sports,Online,15,396.21,5368.73,Premium
905,41,85189,19,East,Furniture,In-Store,16,451.32,7368.71,Regular
906,54,106413,64,North,Groceries,Mobile,14,418.35,5374.49,Premium
907,39,82487,29,North,Sports,In-Store,13,487.26,6192.81,Regular
908,27,114884,79,North,Electronics,Mobile,17,318.26,6040.53,VIP
909,37,32759,80,North,Furniture,Mobile,16,121.36,2069.48,Regular
910,22,54790,62,West,Electronics,Online,16,200.89,3359.94,Regular
911,58,31218,94,East,Electronics,In-Store,18,378.42,6365.03,Premium
912,27,29057,54,West,Clothing,In-Store,20,86.91,1542.43,Regular
913,37,67194,3,South,Clothing,In-Store,12,465.62,6011.44,Budget
914,68,42592,61,West,Sports,In-Store,9,110.59,1015.58,Regular
915,48,60715,77,North,Clothing,In-Store,20,439.23,9108.12,Premium
916,41,63784,11,West,Furniture,Mobile,13,247.02,3668.97,Regular
917,46,82092,11,North,Furniture,Online,10,421.9,4027.02,Regular
918,58,114569,28,North,Groceries,In-Store,17,479.56,8888.08,Premium
919,31,104938,84,North,Sports,Online,16,216.85,3530.97,VIP
920,51,57830,53,West,Clothing,In-Store,18,351.34,5821.85,Regular
921,63,52558,97,South,Clothing,In-Store,19,121.09,1992.11,Premium
922,47,97077,87,South,Electronics,In-Store,18,402.39,7495.1,VIP
923,41,32365,55,South,Clothing,Online,11,411.76,4254.36,Regular
924,25,74047,68,West,Sports,In-Store,17,154.67,2783.59,Premium
925,30,62301,33,South,Groceries,Online,18,21.83,416.6,Regular
926,67,38280,9,North,Clothing,Online,8,221.29,1746.67,Budget
927,46,81644,40,South,Electronics,Online,23,93.3,2169.33,Regular
928,33,52073,59,South,Groceries,Mobile,16,411.09,6827.15,Regular
929,39,38559,19,East,Furniture,Online,12,137.94,1639.69,Budget
930,48,85319,22,West,Clothing,Mobile,19,472.41,9991.95,Regular
931,45,37419,2,North,Furniture,Online,18,486.19,7638.07,Budget
932,54,87285,73,West,Groceries,In-Store,16,455.33,8333.96,Premium
933,31,36209,90,North,Furniture,In-Store,11,303.81,2874.16,Premium
934,51,63475,82,East,Clothing,In-Store,16,141.04,2059.02,Premium
935,41,100799,38,South,Groceries,In-Store,12,405.56,5170.85,Premium
936,66,42864,59,South,Electronics,In-Store,15,353.78,4645.95,Regular
937,26,96762,96,South,Clothing,Mobile,17,488.81,7716.88,VIP
938,25,92190,59,South,Furniture,In-Store,15,194.85,2619.35,Premium
939,42,110265,30,West,Groceries,Online,13,38.8,538.23,Premium
940,44,36887,34,West,Electronics,Online,13,499.21,6643.41,Regular
941,53,91511,72,West,Sports,In-Store,23,420.75,8412.86,Premium
942,39,113666,45,South,Electronics,In-Store,14,118.53,1639.57,Premium
943,65,96301,83,East,Groceries,In-Store,16,365.56,5337.47,VIP
944,42,38790,86,South,Sports,In-Store,21,10.34,247.61,Premium
945,24,102216,4,West,Groceries,Online,7,283.33,1750.02,Regular
946,24,30731,72,East,Furniture,In-Store,16,187.79,3093.03,Regular
947,68,78884,37,South,Groceries,In-Store,20,196.85,3915.56,Regular
948,24,69764,52,South,Furniture,In-Store,14,129.81,1859.91,Premium
949,67,73107,27,South,Groceries,In-Store,16,144.67,2631.72,Regular
950,32,71954,37,East,Furniture,Mobile,15,232.79,3325.58,Regular
951,22,23147,33,East,Electronics,In-Store,13,131.59,1838.34,Budget
952,33,70819,5,South,Furniture,Mobile,15,238.56,3522.0,Regular
953,49,113674,78,West,Electronics,Online,16,292.9,4912.42,VIP
954,40,63666,15,West,Sports,In-Store,13,358.44,4471.92,Regular
955,58,47691,38,South,Electronics,In-Store,15,341.8,4707.29,Regular
956,49,119481,20,West,Electronics,In-Store,16,128.57,1800.15,Premium
957,38,29899,16,North,Sports,Online,29,29.2,745.63,Budget
958,51,68628,37,West,Electronics,In-Store,20,418.01,9512.48,Regular
959,68,71259,91,South,Clothing,Online,13,437.43,6178.69,Premium
960,39,67794,94,East,Furniture,Mobile,11,489.66,4974.15,Premium
961,25,112172,38,South,Electronics,Online,13,480.26,6297.97,Premium
962,39,62176,51,South,Electronics,Online,25,320.57,8529.32,Regular
963,61,117330,98,South,Groceries,In-Store,14,448.19,5997.08,VIP
964,29,26682,24,East,Electronics,Online,18,229.52,4056.98,Budget
965,67,93393,94,North,Electronics,Online,14,395.79,5904.08,VIP
966,48,79295,11,West,Electronics,In-Store,12,478.11,5268.22,Regular
967,49,44054,23,West,Clothing,In-Store,19,400.18,7663.51,Budget
968,34,42796,34,East,Clothing,Online,17,213.73,3317.4,Regular
969,65,91968,4,East,Electronics,In-Store,17,195.1,2822.26,Regular
970,19,83760,81,East,Groceries,In-Store,11,152.86,1777.44,Premium
971,33,81116,85,North,Groceries,In-Store,23,189.86,4638.3,Premium
972,39,25083,38,East,Electronics,Online,22,412.08,10413.99,Budget
973,42,79788,83,North,Clothing,Online,22,353.74,7037.55,Premium
974,42,118138,77,East,Sports,Mobile,10,132.44,1419.59,VIP
975,25,21732,80,South,Groceries,In-Store,18,358.65,7323.28,Regular
976,29,66900,80,East,Clothing,Online,14,195.9,2861.56,Premium
977,22,69437,57,West,Clothing,Mobile,11,283.31,3549.41,Premium
978,47,109675,11,North,Electronics,Online,18,191.48,3957.89,Regular
979,36,48284,92,East,Furniture,In-Store,23,265.6,6661.57,Premium
980,47,67556,61,South,Sports,In-Store,13,367.6,5494.6,Premium
981,48,91719,90,South,Sports,Mobile,17,368.25,6496.56,VIP
982,54,26033,95,East,Electronics,Mobile,17,379.06,6438.33,Premium
983,46,100108,19,West,Clothing,Online,23,201.61,5218.01,Regular
984,51,102221,40,North,Electronics,In-Store,23,348.34,8807.29,Premium
985,48,91964,20,West,Clothing,Online,15,126.97,1681.78,Regular
986,51,84818,6,West,Clothing,In-Store,14,243.94,3213.04,Regular
987,50,94761,96,East,Groceries,In-Store,20,295.72,5489.71,VIP
988,34,98175,92,East,Electronics,Online,17,346.38,6516.04,VIP
989,30,110339,93,South,Sports,Online,12,456.88,5043.81,VIP
990,58,62816,88,North,Electronics,Online,14,159.34,2099.62,Premium
991,35,65605,65,East,Electronics,Online,17,424.19,7251.88,Premium
992,46,83793,52,West,Sports,Online,15,162.45,2126.88,Premium
993,28,39308,99,North,Furniture,Mobile,20,280.44,6384.88,Premium
994,40,105622,55,East,Clothing,In-Store,19,415.77,7878.45,Premium
995,45,97051,64,East,Groceries,In-Store,13,364.34,4296.55,Premium
996,50,83106,21,West,Electronics,Mobile,19,432.81,7658.0,Regular
997,45,50165,74,South,Electronics,In-Store,16,409.29,7134.25,Premium
998,36,54767,82,South,Groceries,Online,15,145.41,2268.84,Premium
999,68,63497,68,South,Clothing,Mobile,11,496.54,5403.98,Premium
1000,44,86252,50,West,Groceries,In-Store,17,469.13,7572.31,Premium
1001,60,97803,20,West,Electronics,In-Store,20,220.79,4946.6,Regular
1002,56,87185,4,South,Groceries,Mobile,13,33.13,465.91,Regular
1003,47,112993,63,West,Furniture,In-Store,15,158.71,2536.42,VIP
1004,64,116058,68,East,Electronics,In-Store,24,419.71,9909.86,VIP
1005,24,90490,77,South,Electronics,Mobile,12,475.93,6535.55,Premium
1006,65,57091,95,North,Clothing,In-Store,21,417.52,9320.48,Premium
1007,62,79906,50,East,Furniture,Mobile,17,204.4,3395.18,Premium
1008,44,62508,83,East,Groceries,Online,14,37.7,600.72,Premium
1009,56,82909,71,West,Furniture,Online,16,263.62,4718.66,Premium
1010,45,101212,28,East,Clothing,In-Store,22,194.43,4585.39,Premium
1011,31,56933,84,North,Electronics,Online,16,70.26,1214.2,Premium
1012,59,70576,6,East,Groceries,Mobile,13,61.87,785.88,Regular
1013,30,24563,60,East,Electronics,Online,21,84.99,1788.73,Regular
1014,34,93657,94,South,Furniture,In-Store,11,110.85,1106.52,VIP
1015,45,68985,66,South,Electronics,Online,18,379.36,7023.9,Premium
1016,61,65970,93,West,Clothing,Mobile,16,197.03,3029.45,Premium
1017,37,73243,6,East,Groceries,Online,18,224.1,3849.18,Regular
1018,43,41549,53,East,Groceries,Online,18,303.21,6191.68,Regular
1019,20,79796,78,South,Groceries,Online,16,480.47,6914.42,Premium
1020,24,94520,64,South,Clothing,In-Store,13,380.67,5438.59,Premium
1021,20,54967,88,East,Sports,Mobile,19,326.4,5795.03,Premium
1022,21,33115,46,West,Furniture,Mobile,20,374.48,6430.55,Regular
1023,63,58683,68,East,Sports,Online,14,362.45,4374.75,Premium
1024,61,39858,42,East,Groceries,In-Store,18,348.22,6134.79,Regular
1025,60,57393,87,North,Groceries,Online,15,253.24,3746.7,Premium
1026,20,82682,12,West,Groceries,In-Store,11,287.76,2994.67,Regular
1027,22,31339,26,North,Clothing,In-Store,12,236.13,2977.03,Budget
1028,32,94726,10,West,Clothing,Online,13,203.53,2634.26,Regular
1029,47,42461,70,South,Groceries,In-Store,12,142.68,1493.4,Regular
1030,35,109468,24,West,Electronics,Mobile,12,184.05,2107.94,Premium
1031,43,93244,32,West,Electronics,Online,13,219.98,2518.26,Regular
1032,26,47258,83,West,Sports,Online,24,293.9,6128.69,Premium
1033,56,76322,36,West,Electronics,Online,16,254.94,3722.09,Regular
1034,34,31072,15,East,Groceries,Online,10,62.89,666.74,Budget
1035,21,29973,3,West,Groceries,Online,16,176.59,2991.58,Budget
1036,56,115604,23,North,Electronics,In-Store,18,194.33,3877.18,Premium
1037,64,100243,91,North,Sports,Online,21,356.39,8059.92,VIP
1038,18,35442,55,East,Electronics,In-Store,9,173.12,1574.67,Regular
1039,40,48268,99,West,Sports,Mobile,19,13.9,249.25,Premium
1040,61,39766,22,West,Furniture,Mobile,16,51.32,699.38,Budget
1041,54,59516,35,East,Electronics,In-Store,19,253.53,5029.7,Regular
1042,62,49132,17,East,Electronics,Online,11,102.36,1054.93,Budget
1043,39,52806,40,East,Clothing,Online,12,252.36,2801.29,Regular
1044,37,72939,56,West,Clothing,Online,18,291.36,5991.54,Premium
1045,54,38905,81,West,Electronics,Mobile,20,467.38,8434.08,Premium
1046,25,108282,37,North,Sports,Mobile,16,331.23,4556.3,Premium
1047,30,92765,77,East,Electronics,Online,17,25.21,486.35,Premium
1048,49,96054,62,South,Furniture,Online,16,196.56,2961.93,Premium
1049,52,36947,29,West,Electronics,In-Store,12,398.79,4632.47,Budget
1050,24,90815,91,East,Sports,Online,19,137.68,2287.05,VIP
1051,44,103624,43,West,Electronics,Mobile,16,463.24,7198.52,Premium
1052,36,37518,15,South,Clothing,Online,13,269.22,3995.67,Budget
1053,44,95127,96,East,Groceries,Online,14,55.3,819.26,VIP
1054,67,55768,91,North,Electronics,Online,19,128.42,2420.82,Premium
1055,21,98757,5,West,Furniture,Online,19,454.09,8129.39,Regular
1056,69,67840,90,North,Clothing,Online,16,495.82,7614.31,Premium
1057,41,100220,94,South,Groceries,Mobile,15,432.88,6709.87,VIP
1058,58,34742,83,West,Groceries,Online,14,167.13,2167.46,Premium
1059,40,58908,26,West,Groceries,In-Store,18,386.72,6234.13,Regular
1060,34,47342,63,South,Electronics,Online,18,118.89,2266.0,Regular
1061,58,44836,54,South,Electronics,Online,20,198.42,4408.26,Regular
1062,53,50833,62,North,Electronics,Online,12,351.61,4727.59,Regular
1063,25,58243,62,West,Clothing,Online,18,484.76,9619.41,Premium
1064,54,32727,64,North,Electronics,Online,13,225.21,2954.61,Regular
1065,57,90708,51,North,Sports,Online,15,252.96,4123.18,Premium
1066,38,75023,69,South,Groceries,Mobile,11,117.88,1462.53,Premium
1067,66,102926,53,North,Groceries,In-Store,21,207.58,3735.86,Premium
1068,51,90502,2,North,Clothing,Mobile,19,40.88,756.24,Regular
1069,35,34904,4,East,Clothing,Online,16,430.71,6279.67,Budget
1070,18,26993,95,East,Groceries,In-Store,13,21.43,320.11,Premium
1071,53,62280,91,South,Clothing,In-Store,19,344.93,7398.24,Premium
1072,28,68112,58,West,Clothing,Online,11,143.88,1726.16,Premium
1073,57,44024,18,East,Clothing,Online,12,243.29,2740.7,Budget
1074,45,98221,78,North,Groceries,In-Store,10,147.96,1680.28,VIP
1075,42,78158,15,East,Sports,In-Store,17,206.03,3007.87,Regular
1076,26,94799,38,East,Electronics,In-Store,17,277.92,4282.47,Premium
1077,54,30901,33,West,Groceries,Online,13,324.04,4360.22,Budget
1078,26,101507,2,North,Electronics,Mobile,13,470.74,6657.55,Regular
1079,39,40609,80,North,Clothing,Online,15,172.78,2889.98,Premium
1080,61,64824,51,South,Furniture,Mobile,14,296.58,3903.63,Regular
1081,65,63937,32,South,Electronics,Mobile,10,451.84,4370.38,Regular
1082,69,102055,51,West,Groceries,Mobile,19,152.21,2852.8,Premium
1083,67,47684,1,East,Clothing,In-Store,13,433.87,4839.91,Budget
1084,46,44075,44,East,Electronics,Online,25,479.2,13288.11,Regular
1085,28,53962,52,East,Sports,In-Store,12,425.27,4855.14,Regular
1086,61,56081,34,West,Clothing,In-Store,13,289.23,3420.78,Regular
1087,59,38168,83,South,Furniture,In-Store,18,363.84,6370.72,Premium
1088,69,37635,25,North,Clothing,Online,17,245.72,4441.11,Budget
1089,51,43133,14,North,Sports,Online,19,302.66,6390.43,Budget
1090,25,66748,53,South,Clothing,Online,14,487.49,6242.11,Regular
1091,44,54335,88,East,Clothing,In-Store,14,133.05,1679.75,Premium
1092,41,59206,38,South,Furniture,In-Store,14,398.35,6319.38,Regular
1093,61,91905,5,South,Clothing,Mobile,11,258.05,2881.89,Regular
1094,38,44092,97,South,Clothing,In-Store,19,96.67,1762.77,Premium
1095,35,110989,44,West,Sports,In-Store,13,325.33,3847.79,Premium
1096,22,95178,18,West,Groceries,Online,18,398.29,8234.38,Regular
1097,61,37468,61,North,Furniture,In-Store,20,288.69,6153.46,Regular
1098,57,51384,32,North,Groceries,Online,15,420.34,5771.47,Regular
1099,20,38355,93,North,Furniture,Online,17,189.28,2823.19,Premium
1100,40,47280,30,West,Sports,Online,22,457.75,9161.99,Regular
1101,42,56549,55,South,Groceries,Online,17,327.68,5149.0,Regular
1102,42,33089,54,West,Clothing,Online,18,403.55,6416.39,Regular
1103,65,21443,25,East,Electronics,In-Store,15,143.76,1981.51,Budget
1104,25,63882,50,East,Groceries,Online,14,228.6,2832.46,Regular
1105,33,90099,11,South,Furniture,Online,16,455.71,7023.91,Regular
1106,27,50296,64,South,Clothing,Online,5,34.94,173.98,Regular
1107,30,106045,76,North,Electronics,In-Store,15,207.95,3077.41,VIP
1108,65,56927,95,East,Clothing,In-Store,20,392.36,8622.21,Premium
1109,66,110079,33,South,Groceries,Online,13,374.47,4508.84,Premium
1110,20,43599,29,South,Furniture,Online,14,427.3,6676.9,Regular
1111,50,73933,55,North,Electronics,Mobile,22,372.3,9193.43,Premium
1112,30,96315,69,West,Groceries,In-Store,16,474.08,8631.59,Premium
1113,28,25903,99,West,Furniture,In-Store,14,254.15,3217.57,Premium
1114,33,113000,3,South,Sports,In-Store,13,315.9,3793.46,Regular
1115,28,56495,24,East,Electronics,Mobile,21,425.38,9264.84,Regular
1116,43,69793,26,West,Sports,Mobile,13,353.83,4104.24,Regular
1117,69,82843,26,East,Groceries,Online,11,60.01,578.05,Regular
1118,48,84299,46,East,Furniture,In-Store,15,189.83,2483.29,Premium
1119,55,22366,87,South,Electronics,Online,13,280.77,3766.24,Regular
1120,43,106717,4,East,Groceries,In-Store,18,379.81,7461.47,Regular
1121,18,82360,81,East,Groceries,Online,18,276.35,4614.49,Premium
1122,22,119882,62,East,Clothing,Online,18,391.0,7953.36,VIP
1123,31,67151,61,East,Clothing,Mobile,15,420.43,6858.77,Premium
1124,30,81351,68,East,Groceries,Mobile,20,139.91,2443.49,Premium
1125,61,64106,12,North,Groceries,Online,16,311.89,4851.47,Regular
1126,61,108977,74,West,Electronics,Mobile,19,282.98,4679.83,VIP
1127,62,103238,25,West,Clothing,Online,13,121.39,1774.63,Premium
1128,51,110860,52,North,Electronics,In-Store,22,250.04,5901.57,Premium
1129,46,70428,68,South,Sports,Mobile,13,278.8,3827.23,Premium
1130,51,99145,60,West,Sports,Online,19,410.5,8226.99,Premium
1131,39,55879,32,South,Clothing,In-Store,15,235.88,3310.18,Regular
1132,52,66093,40,West,Electronics,In-Store,20,49.65,1122.15,Regular
1133,59,96021,48,West,Electronics,Online,16,248.78,4485.34,Premium
1134,57,28115,5,West,Groceries,Online,15,420.6,6762.28,Budget
1135,49,91049,72,North,Sports,Online,15,289.92,4308.27,Premium
1136,21,21580,10,South,Groceries,In-Store,14,166.24,2011.15,Budget
1137,55,78065,46,East,Electronics,Online,24,461.28,9504.14,Premium
1138,37,67720,65,West,Electronics,Online,12,86.27,922.85,Premium
1139,56,66867,8,North,Electronics,In-Store,16,170.17,2800.94,Regular
1140,46,69431,99,South,Furniture,Online,17,224.2,4152.25,VIP
1141,63,69193,38,North,Groceries,Online,22,371.61,9275.34,Regular
1142,35,60736,2,West,Groceries,In-Store,17,419.52,6437.26,Budget
1143,66,65135,66,West,Clothing,In-Store,15,38.69,541.27,Premium
1144,61,76816,56,North,Sports,Online,16,398.1,5517.54,Premium
1145,35,96346,64,North,Clothing,Mobile,14,363.06,5828.56,Premium
1146,43,75216,75,South,Furniture,In-Store,11,448.38,5347.84,Premium
1147,45,84252,48,West,Sports,Online,19,451.22,8523.58,Premium
1148,57,103661,82,South,Groceries,In-Store,17,390.99,6797.51,VIP
1149,53,118951,37,South,Sports,In-Store,17,103.2,1787.12,Premium
1150,62,30865,54,South,Clothing,In-Store,14,163.8,2124.21,Regular
1151,37,91292,16,East,Groceries,In-Store,16,468.8,6792.85,Regular
1152,44,42517,62,South,Electronics,In-Store,20,303.1,5692.78,Regular
1153,40,39678,26,North,Groceries,Mobile,19,273.99,4810.93,Budget
1154,65,99300,69,West,Electronics,In-Store,20,458.7,9332.33,Premium
1155,33,26869,80,South,Electronics,Mobile,14,438.36,5783.92,Regular
1156,48,104783,86,South,Electronics,In-Store,17,366.47,6657.89,VIP
1157,24,97054,92,East,Clothing,Mobile,18,442.3,8123.67,VIP
1158,62,119482,13,East,Groceries,Mobile,16,65.78,1062.67,Premium
1159,37,86794,14,North,Clothing,Online,11,381.2,4760.91,Regular
1160,35,107291,92,North,Clothing,Online,15,483.16,6861.28,VIP
1161,48,31853,38,North,Sports,In-Store,13,34.0,459.94,Regular
1162,43,108989,3,West,Sports,Online,14,119.29,1419.58,Regular
1163,62,36032,29,East,Electronics,In-Store,16,399.04,6838.44,Budget
1164,45,51434,83,West,Clothing,In-Store,17,264.82,4505.38,Premium
1165,44,32819,36,East,Groceries,Mobile,26,52.44,1244.16,Regular
1166,23,60166,8,South,Furniture,Online,19,141.3,2283.21,Budget
1167,19,94899,72,East,Clothing,In-Store,17,168.79,3047.57,Premium
1168,38,46808,20,East,Furniture,Online,21,167.32,3685.23,Budget
1169,69,102219,35,South,Electronics,In-Store,14,440.06,6466.55,Premium
1170,65,80629,1,West,Clothing,Online,11,334.4,3609.38,Regular
1171,50,82892,60,West,Furniture,In-Store,21,370.11,8097.11,Premium
1172,50,113880,45,West,Groceries,In-Store,14,16.65,238.09,Premium
1173,38,63184,86,West,Furniture,In-Store,12,219.48,2427.45,Premium
1174,27,54464,34,South,Electronics,In-Store,23,165.73,3833.25,Regular
1175,18,119455,21,North,Electronics,Online,15,427.44,6439.67,Premium
1176,35,75700,17,South,Electronics,Online,13,477.4,6808.74,Regular
1177,34,81460,20,East,Electronics,Online,12,217.44,2557.22,Regular
1178,27,49629,45,West,Electronics,Mobile,22,486.8,10504.25,Regular
1179,31,41543,9,South,Groceries,Mobile,15,17.04,292.74,Budget
1180,19,36979,40,South,Groceries,Online,26,169.6,4931.43,Regular
1181,49,42355,85,South,Groceries,Online,21,389.72,7551.37,Premium
1182,66,39518,76,West,Clothing,Online,25,186.45,5234.99,Regular
1183,53,94672,64,North,Electronics,In-Store,9,461.27,3700.54,Premium
1184,41,25794,89,South,Furniture,Online,13,117.05,1682.97,Premium
1185,39,82938,78,North,Electronics,Online,18,399.88,6514.02,Premium
1186,33,114929,65,West,Sports,Online,12,108.83,1276.81,VIP
1187,25,96555,86,South,Electronics,Online,19,106.58,2319.01,VIP
1188,49,60287,13,North,Groceries,Online,21,228.42,4216.95,Regular
1189,47,25940,82,South,Sports,Online,17,473.02,8861.04,Regular
1190,18,103412,30,North,Groceries,In-Store,18,296.87,5335.22,Premium
